Id,First Name,Last Name,Full Name,Team Id,Team Name,Team Abbreviation,Conference,Division,Position,Height,Weight,Jersey Number,College,Country,Draft Year,Draft Round,Draft Number,Status
1057272939,Kasparas,Jakučionis,Kasparas Jakučionis,17,Milwaukee Bucks,MIL,East,Central,G,6-5,200,25,Illinois-Urbana-Champaign,Lithuania,2025,1,20,Active
1057274415,Derik,Queen,Derik Queen,19,New Orleans Pelicans,NOP,West,Southwest,C,6-9,250,22,Maryland,USA,2025,1,13,Active
1057274983,Thomas,Sorber,Thomas Sorber,21,Oklahoma City Thunder,OKC,West,Northwest,C,6-9,250,12,Georgetown,USA,2025,1,15,Active
1057275262,Nolan,Traoré,Nolan Traoré,3,Brooklyn Nets,BKN,East,Atlantic,G,6-3,185,13,Saint-Quentin,France,2025,1,19,Active
1057275769,Hansen,Yang,Hansen Yang,25,Portland Trail Blazers,POR,West,Northwest,C,7-1,270,16,Zibo,China,2025,1,16,Active
1057276634,Nique,Clifford,Nique Clifford,26,Sacramento Kings,SAC,West,Pacific,G,6-5,175,0,Colorado State,USA,2025,1,24,Active
1057277425,Hugo,González,Hugo González,2,Boston Celtics,BOS,East,Atlantic,G,6-6,200,28,Spain,Spain,2025,1,28,Active
1057278805,Liam,McNeeley,Liam McNeeley,4,Charlotte Hornets,CHA,East,Southeast,F,6-7,210,33,Connecticut,USA,2025,1,29,Active
1057279093,Asa,Newell,Asa Newell,1,Atlanta Hawks,ATL,East,Southeast,F,6-10,220,14,Georgia,USA,2025,1,23,Active
1057279105,Yanic Konan,Niederhauser,Yanic Konan Niederhauser,13,LA Clippers,LAC,West,Pacific,C,6-11,242,14,Penn State,Switzerland,2025,1,30,Active
1057279425,Drake,Powell,Drake Powell,3,Brooklyn Nets,BKN,East,Atlantic,F,6-5,195,4,North Carolina,USA,2025,1,22,Active
1057279571,Jase,Richardson,Jase Richardson,22,Orlando Magic,ORL,East,Southeast,G,6-1,180,11,Michigan State,USA,2025,1,25,Active
1057279594,Will,Riley,Will Riley,30,Washington Wizards,WAS,East,Southeast,F,6-9,180,27,Illinois-Urbana-Champaign,USA,2025,1,21,Active
1057279760,Ben,Saraf,Ben Saraf,3,Brooklyn Nets,BKN,East,Atlantic,G,6-6,200,77,Ratiopharm Ulm,Israel,2025,1,26,Active
1057280779,Danny,Wolf,Danny Wolf,3,Brooklyn Nets,BKN,East,Atlantic,F-C,6-11,250,2,Michigan,USA,2025,1,27,Active
1057382509,Johni,Broome,Johni Broome,13,LA Clippers,LAC,West,Pacific,F,6-9,244,22,Auburn,USA,2025,2,35,Active
1057383369,Rasheer,Fleming,Rasheer Fleming,24,Phoenix Suns,PHX,West,Pacific,F,6-9,240,20,St. Joseph's (PA),USA,2025,2,31,Active
1057384156,Sion,James,Sion James,4,Charlotte Hornets,CHA,East,Southeast,G,6-5,220,4,Duke,USA,2025,2,33,Active
1057384362,Ryan,Kalkbrenner,Ryan Kalkbrenner,4,Charlotte Hornets,CHA,East,Southeast,C,7-1,256,11,Creighton,USA,2025,2,34,Active
1057385481,Noah,Penda,Noah Penda,22,Orlando Magic,ORL,East,Southeast,G-F,6-7,215,93,Le Mans Sarthe,France,2025,2,32,Active
1057386376,Adou,Thiero,Adou Thiero,14,Los Angeles Lakers,LAL,West,Pacific,G,6-7,220,1,Arkansas,USA,2025,2,36,Active
1057387526,Koby,Brea,Koby Brea,24,Phoenix Suns,PHX,West,Pacific,G,6-5,215,14,Kentucky,USA,2025,2,41,Active
1057389374,Kam,Jones,Kam Jones,17,Milwaukee Bucks,MIL,East,Central,G,6-4,200,7,Marquette,USA,2025,2,38,Active
1057389625,Chaz,Lanier,Chaz Lanier,9,Detroit Pistons,DET,East,Central,G,6-3,206,20,Tennessee,USA,2025,2,37,Active
1057389862,Alijah,Martin,Alijah Martin,28,Toronto Raptors,TOR,East,Atlantic,G,6-2,210,55,Florida,USA,2025,2,39,Active
1057390538,Micah,Peavy,Micah Peavy,19,New Orleans Pelicans,NOP,West,Southwest,G-F,6-7,215,14,Georgetown,USA,2025,2,40,Active
